field_plot_number,date,location,transect_number,latitude,longitude,geographic_landmark,elevation,plot_radius,plot_size,site_physiography,slope,aspect,surface_geomorphology_unit,subsurface_geomorphology_unit ,macrotopography,microtopography,microrelief,water_regime,water_depth,saturated_less_than_30cm,drainage,soil_moisture,lowest_mottle_depth,low_matrix_depth,hydric_soil,water_ph,water_conductivity,soil_ph_10cm,soil_ph_30cm,soil_conductivity,site_ph,site_conductivity,site_chemistry,thaw_depth,permafrost,top_organic_layer_depth,cumulative_organic_layers,dominant_mineral_texture_top_40cm,loess_thickness,root_depth,surface_fragment_cover,frost_boils,rock_depth,cryoturbation,soil_stratigraphy,soil_sample,soil_plug_probe_max_depth,soil_sampling_method,soil_class,soil_association,vegetation_classification,ecotype_veg_structure,disturbance_classes,field_floristic_class,field_floristic_class,final_floristic_class,plot_ecotype,dominant_plants,ecotype_analysis,environmental_outliers,vegetation_outlier,geomorphology_data_review,ecotype_rare,veg_sampling_quality,ecotype_abbrev,map_ecotype_arctic_network_nps,map_ecotype_abbrev_arctic_network_nps,map_veg_arctic_network_nps,soil_landscape_description,cover_needleleaf_trees,needleleaf_tree_crown_class,cover_broadleaf_trees,broadleaf_tree_crown_class,cover_dwarf_broadleaf,dwarf_broadleaf_crown_class,Cover_dwarf_needleleaf,cover_dwarf_needleaf,cover_standing_dead_trees,cover_tall_shrubs,cover_low_shrubs,cover_dwarf_shrubs,cover_graminoids,cover_tussock,cover_forbs,cover_mosses,cover_lichens,cover_litter,cover_litter_alone,cover_bare_soil,cover_water,notes,field_notes,observer_environ_data,observer_veg_data,office_notes,data_origin
BELA_T19_06_2002,20020711,Bering Land Bridge National Preserve,T19,66.46691667,-163.8756,Goodhope Bay just S of Cape Espenberg,15,10,314,lacustrine,0,Too flat to determine,Ltnm,NA,"Basin, Drained",Frost features,10,Semipermanently Flooded,12,Yes,Flooded,Aquatic,-9999,-9999,Yes,5.6,60,-9999,-9999,-9999,5.6,60,c,40,NA,13,15,Loamy,0,-9999,0,0,200,No,No,No,-9999,Plug,Goat,Freshwater,Hgwfs,SE,NA,NA,Eriophorum angustifolium-Carex aquatilis-Salix planifolia ssp. pulchra,Calamagrostis canadensis-Potentilla palustris,PLNASA-CARAQU,caraqu-eriang-potpal-Moss-salfus-polacu,Y,No,No,Yes,No,4,Lacustrine Bluejoint Meadow,NA,NA,NA,Lacustrine Loamy Barrens Meadows and Shrublands,-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,0,0.1,0,30,0,3,5,0,90,30,0,60,"Wettest center, edges",Sedge marsh,"Mark Torre Jorgenson, Sharon F. Schlentner","Sharon F. Schlentner, Mark Torre Jorgenson",New class; thaw depth shallow for ice-poor,"ABR Inc., Fairbanks, AK"
BELA_T21_01_2002,20020712,Bering Land Bridge National Preserve,T21,66.44836667,-165.2463167,Arctic Lagoon,0,10,314,coastal,0,Too flat to determine,Mti,NA,Flat or Fluvial Related,Non-patterned,5,Saturated,-10,Yes,Very poorly drained,Wet,-9999,-9999,Yes,6.6,1560,-9999,-9999,-9999,6.6,1560,e,35,NA,1,10,Sandy,0,-9999,-9999,0,-9999,No,No,No,-9999,Plug,Goaf,"Fluvaquentic Aquorthels-Fluvaquentic Historthels, brackish",Hgwhsgb,SM,NA,NA,Salix ovalifolia-Deschampsia cespitosa,Salix ovalifolia-Deschampsia cespitosa,CSBWSGM-CAR-DES,Moss-carram-descae-caldes-caramb-saxexi-pedsud,Y,No,No,Yes,No,4,Coastal Brackish Willow Shrub,NA,NA,NA,"Coastal Loamy Barrens, Meadow, and Shrub",-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,0,0,2,35,0,10,30,0,60,0,0,0,NA,Vegetation class sedge to emphasize brackish,"Jennifer S. Mitchell, Joanna E. Roth","Joanna E. Roth, Jennifer S. Mitchell",Soil added 10 to Cumulative Organics in 40 cm based on photo,"ABR Inc., Fairbanks, AK"
BELA_T21_04_2002,20020712,Bering Land Bridge National Preserve,T21,66.44846667,-165.2563167,Arctic Lagoon,0,10,314,coastal,0,Too flat to determine,Mti,NA,Interfluve or Flat Bank,Undifferentiated mounds (distinct),15,Saturated,-1,Yes,Very poorly drained,Wet,-9999,-9999,Yes,6.4,6100,-9999,-9999,-9999,6.4,6100,e,60,NA,1,7,Sandy,0,-9999,0,0,200,No,No,No,-9999,Plug,Goaf,"Fluvaquentic Aquorthels-Fluvaquentic Historthels, brackish",Hgwhgb,GM,NA,NA,Salix ovalifolia-Deschampsia cespitosa,Salix ovalifolia-Deschampsia cespitosa,CSBWGM-CALDES,salova-caldes-arclat-carram-dupfis-Moss-junalb,Y,No,No,Yes,No,4,Coastal Brackish Willow Shrub,NA,NA,NA,"Coastal Loamy Barrens, Meadow, and Shrub",-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,0,0,20,30,0,8,5,0,35,5,3,1,NA,NA,"Jennifer S. Mitchell, Joanna E. Roth","Joanna E. Roth, Jennifer S. Mitchell",New class,"ABR Inc., Fairbanks, AK"
BELA_T21_05_2002,20020713,Bering Land Bridge National Preserve,T21,66.44798333,-165.2618667,Arctic Lagoon,4,10,314,coastal,0,Too flat to determine,Esac,NA,Crest,Small dune,50,Upland,-50,No,Somewhat excessively drained,Dry,-9999,-9999,No,-9999,-9999,7.7,-9999,20,7.7,20,e,50,NA,0,0,Sandy,0,-9999,0,0,200,No,No,Yes,-9999,Plug,Gopt,"Typic Cryopsamments-Oxyaquic Cryopsamments, sandy-brackish",Hgdl,BP,NA,NA,Elymus arenarius mollis-Lathyrus maritimus ssp. maritimus,Elymus arenarius mollis-Lathyrus maritimus ssp. maritimus,CSBDGM-ELYMOL,litteralone-elymol-arttil-chrbip-descae-Moss-carbi,Y,No,No,Yes,No,4,Coastal Brackish Dunegrass Meadow,NA,NA,NA,"Coastal Sandy Barrens, Meadow, and Shrub",-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,0,0,0,15,0,0.1,0.1,0,85,75,15,0,NA,NA,"Jennifer S. Mitchell, Joanna E. Roth","Joanna E. Roth, Jennifer S. Mitchell",NA,"ABR Inc., Fairbanks, AK"
BELA_T21_06_2002,20020713,Bering Land Bridge National Preserve,T21,66.44481667,-165.2595667,Arctic Lagoon,6,10,314,coastal,0,Too flat to determine,Mti,NA,Interfluve or Flat Bank,NA,5,Saturated,0,Yes,Very poorly drained,Wet,-9999,-9999,Yes,6.4,590,-9999,-9999,-9999,6.4,590,e,62,NA,18,18,Sandy,0,-9999,0,0,200,No,No,No,-9999,Plug,Goaf,NA,Hgwswt,SM,NA,NA,Salix ovalifolia-Deschampsia cespitosa,Salix ovalifolia-Deschampsia cespitosa,CSBWSSM-CAR-SAL,carbig-Moss-salova-descae-dupfis-eriang-carcan,Y,No,No,Yes,No,4,Coastal Brackish Willow Shrub,NA,NA,NA,"Coastal Loamy Barrens, Meadow, and Shrub",-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,0,0,15,30,0,1,15,0,45,5,1,5,NA,NA,"Jennifer S. Mitchell, Joanna E. Roth","Joanna E. Roth, Jennifer S. Mitchell",NA,"ABR Inc., Fairbanks, AK"
BELA_T21_07_2002,20020713,Bering Land Bridge National Preserve,T21,66.44251667,-165.2626333,Arctic Lagoon,2,10,314,coastal,0,Too flat to determine,Mti,NA,Interfluve or Flat Bank,Non-patterned,2,Saturated,0,Yes,Very poorly drained,Wet,-9999,-9999,Yes,6.6,2000,-9999,-9999,-9999,6.6,2000,e,78,NA,3,6,Sandy,0,-9999,0,0,200,No,No,No,-9999,Plug,Goaf,"Fluvaquentic Aquorthels-Fluvaquentic Historthels, brackish",Hgwhsgb,SM,NA,NA,NA,Carex ramenskii-Dupontia fisheri,CSBWSGM-CAR-CAL,carram-caldes-descae-stehum-poten,Y,No,No,Yes,No,2,Coastal Brackish Sedge–Grass Meadow,Coastal Loamy Wet Brackish Sedge-Grass Meadow,Coastal Brackish Sedge–Grass Meadow,Brackish Sedge-Grass Wet Meadow,"Coastal Loamy Barrens, Meadow, and Shrub",-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,0,0,0,45,0,1,5,0,40,5,2,0.1,NA,NA,"Jennifer S. Mitchell, Joanna E. Roth","Joanna E. Roth, Jennifer S. Mitchell",NA,"ABR Inc., Fairbanks, AK"
BELA_T21_08_2002,20020713,Bering Land Bridge National Preserve,T21,66.44126667,-165.2639167,Arctic Lagoon,0,10,314,coastal,1,130,Esic,NA,Lower slope,Small dune,20,Upland,-40,No,Well drained,Dry,-9999,-9999,Yes,6.7,150,6.9,-9999,20,6.7,150,c,83,NA,0,2,Sandy,0,-9999,0,0,200,No,No,Yes,-9999,Plug,Gopt,"Typic Psammothels, sandy",Sdee,DS,NA,NA,Empetrum nigrum-Elymus arenarius mollis,Empetrum nigrum-Elymus arenarius mollis,USNMDS-EMPNIG,empnig-salova-Lichen-latmar-Moss-casele-elymol,Y,No,No,Yes,No,4,Coastal Crowberry Dwarf Shrub,NA,NA,NA,"Coastal Sandy Barrens, Meadow, and Shrub",-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,0,0,50,2,0,2,5,5,60,35,3,0,NA,Indistinct high chroma mottle at about 13 cm,"Jennifer S. Mitchell, Joanna E. Roth","Joanna E. Roth, Jennifer S. Mitchell","New class, drainage outlier from rest of class","ABR Inc., Fairbanks, AK"
BELA_T21_09_2002,20020713,Bering Land Bridge National Preserve,T21,66.44168333,-165.2655333,Arctic Lagoon,0,10,314,coastal,1,120,Esic,NA,Eolian Parabolic Dunes,Small dune,60,Upland,-50,No,Excessively drained,Dry,-9999,-9999,No,-9999,-9999,6.3,-9999,40,6.3,40,c,85,NA,1,1,Sandy,0,-9999,0,0,200,No,No,Yes,-9999,Plug,Gopt,"Typic Psammothels, sandy",Sdee,DS,NA,NA,Empetrum nigrum-Elymus arenarius mollis,Empetrum nigrum-Elymus arenarius mollis,USNDDS-EMPNIG,empnig-Lichen-elymol-latmar-Moss-armmar-chrbip,Y,No,No,Yes,No,4,Coastal Crowberry Dwarf Shrub,NA,NA,NA,"Coastal Sandy Barrens, Meadow, and Shrub",-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,0,0,40,5,0,5,2,40,45,10,1,0,NA,NA,"Jennifer S. Mitchell, Joanna E. Roth","Joanna E. Roth, Jennifer S. Mitchell",New class,"ABR Inc., Fairbanks, AK"
BELA_T21_10_2002,20020713,Bering Land Bridge National Preserve,T21,66.44146667,-165.2670667,On barrier spit about 45 mile NNE of Shishmaref Inlet,-9999,-9999,-9999,lacustrine,0,Too flat to determine,Wlsid,Esic,NA,Water,-9999,NA,40,Yes,Flooded,Aquatic,-9999,-9999,Unknown,7,160,-9999,-9999,-9999,7,160,c,40,NA,-9999,-9999,Water,-9999,-9999,-9999,0,-9999,Unknown,No,No,-9999,NA,W,Freshwater,Hafm,FA,NA,NA,NA,Hippuris vulgaris-Utricularia vulgaris macrorhiza,P_NAFA-HIPVUL,water-hipvul-calpal-rumarc-potam,Y,No,No,Yes,No,2,Lacustrine Marestail Marsh,NA,NA,NA,Water,-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,0,0,0,0,0,5,0,0,0,0,0,99,Vegetation=aquatic horsetail,NA,"Jennifer S. Mitchell, Joanna E. Roth","Joanna E. Roth, Jennifer S. Mitchell",Coastal-lacustrine problem,"ABR Inc., Fairbanks, AK"
BELA_V05_03_2002,20020714,Bering Land Bridge National Preserve,T5,65.29445,-163.7533833,On barrier spit about 45 mile NNE of Shishmaref Inlet,-9999,-9999,-9999,upland,-9999,-9999,NA,NA,Upper slope concave (water gathering; gullies),Non-patterned,-9999,NA,-9999,NA,NA,NA,-9999,-9999,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,c,-9999,NA,-9999,-9999,NA,-9999,-9999,-9999,-9999,-9999,NA,No,No,-9999,NA,NA,NA,Hgmss,SM,NA,NA,NA,NA,NA,NA,Y,NA,No,Yes,No,2,NA,NA,NA,NA,NA,-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,Upland shrub birch willow scrub snowbed,"Sharon F. Schlentner, Mike Emmers",NA,Notes and picture do not match,"ABR Inc., Fairbanks, AK"
BELA_V08_04_2002,20020714,Bering Land Bridge National Preserve,T8,65.65645,-164.2491167,On barrier spit about 45 mile NNE of Shishmaref Inlet,-9999,-9999,-9999,upland,-9999,-9999,NA,NA,"Lower slope, convex",Non-patterned,-9999,NA,-9999,NA,NA,NA,-9999,-9999,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,c,-9999,NA,-9999,-9999,NA,-9999,-9999,-9999,-9999,-9999,NA,No,No,-9999,NA,NA,NA,Slow,LS,NA,NA,NA,NA,NA,NA,Y,NA,No,Yes,No,2,NA,NA,NA,NA,NA,-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,Some dominants listed in vegetation data file,"Mike Emmers, Sharon F. Schlentner",NA,NA,"ABR Inc., Fairbanks, AK"
CAKR_T01_01_2003,20030711,Cape Krusenstern National Monument,T1,67.13268,-162.90538,"Igisukruk Mountain, Igichuk Hills",107,10,314,upland,6,140,Ch,Sc,Lower slope Plane,Undifferentiated mounds (distinct),80,Saturated,-28,Yes,Somewhat poorly drained,Moist,-9999,-9999,Yes,-9999,-9999,6.9,-9999,410,6.9,410,c,30,NA,27,27,Loamy,-9999,-9999,-9999,0,200,Yes,No,Yes,-9999,Plug,Gtht,"Typic Haplorthels-Typic Haploturbels, coarse-loamy",Fnwws,NF,NA,NA,Picea glauca-Vaccinium uliginosum-Salix lanata ssp. richardsonii,Picea glauca-Salix reticulata-Carex scirpoidea,LPNMNF-PICGLA,Moss-salpul-carbig-picgla-salric-betnan-petfri,N,Texture,No,Yes,No,4,Upland White Spruce-Willow Forest,Upland Rocky-loamy Moist White Spruce Forest,Upland White Spruce Forest,White Spruce Forest,Upland Rocky-loamy Circumalkaline Low Shrublands and Forests,20,D,0,NA,-9999,NA,-9999,NA,-9999,15,50,2,15,5,10,65,0.1,30,4,0.1,0,NA,U-L? forest?,Mark Torre Jorgenson,Sharon F. Schlentner,NA,"ABR Inc., Fairbanks, AK"
CAKR_T01_02_2003,20030711,Cape Krusenstern National Monument,T1,67.13505,-162.90771,"Igisukruk Mountain, Igichuk Hills",143,10,314,upland,23,150,Ch,Sc,"Upper slope, convex",Gelifluction lobes (saturated flow),40,Upland,-75,No,Moderately well-drained,Moist,-9999,-9999,No,-9999,-9999,7.1,-9999,130,7.1,130,c,-9999,NA,4,4,Loamy,13,-9999,-9999,0,36,No,No,Yes,-9999,Pit,Golt,"Typic Haplorthels-Typic Haploturbels, coarse-loamy",Fnows,NF,NA,NA,Picea glauca-Festuca altaica-Arctostaphylos rubra,Picea glauca-Salix reticulata-Carex scirpoidea,ULNMNF-PICGLA,Moss-picgla-salgla-arcalp-potfru-salpul-dryint,Y,No,No,Yes,No,4,Upland White Spruce-Willow Forest,Upland Rocky-loamy Moist White Spruce Forest,Upland White Spruce Forest,White Spruce Forest,Upland Rocky-loamy Circumalkaline Low Shrublands and Forests,20,D,0,NA,-9999,NA,-9999,NA,-9999,25,30,10,20,0,30,35,5,20,3,1,0,NA,"V1-11, soil profile",Mark Torre Jorgenson,Sharon F. Schlentner,Aerial photo looks like open (v. woodland 20 percent cover),"ABR Inc., Fairbanks, AK"
CAKR_T01_03_2003,20030711,Cape Krusenstern National Monument,T1,67.13658,-162.90723,"Igisukruk Mountain, Igichuk Hills",210,10,314,alpine,24,150,Ch,Sc,Upper slope concave (water gathering; gullies),Gelifluction lobes (saturated flow),60,Upland,-100,No,Somewhat excessively drained,Dry,-9999,-9999,No,-9999,-9999,7.8,-9999,149,7.8,149,b,-9999,NA,2,2,Blocky,0,-9999,-9999,1,12,Yes,No,Yes,-9999,Pit,Golt,"Typic Eutrogelepts-Typic Haplorthels, coarse",Sddt,DS,NA,NA,NA,outlier,ARBDDS-DRYOCT,dryoct-Moss-Lichen-picgla-potfru-aneric-juncom,N,no,Yes,Yes,No,4,NA,NA,NA,NA,NA,1,D,0,NA,-9999,NA,4,COD,-9999,0,5,85,1,0,10,3,10,7,3,1,0,NA,"V1-10, krumholtz dwarf tree problem",Mark Torre Jorgenson,Sharon F. Schlentner,Picgla cover equaled 5 percent; leaving soil classified as Orthel (as opposed to Turbel) due to low abundance of frost boils,"ABR Inc., Fairbanks, AK"
CAKR_T01_04_2003,20030711,Cape Krusenstern National Monument,T1,67.13809,-162.91032,"Igisukruk Mountain, Igichuk Hills",259,10,314,alpine,15,125,Sc,Sc,Crest,Non-patterned,5,Upland,-200,No,Excessively drained,Dry,-9999,-9999,No,-9999,-9999,8.5,-9999,120,8.5,120,b,-9999,NA,0,0,Blocky,0,-9999,-9999,0,0,No,No,Yes,-9999,Pit,Iget,"Typic Eutrogelepts-Typic Haplorthels, coarse",Bpv,BP,NA,NA,Salix arctica-Minuartia arctica,Salix arctica-Minuartia arctica,ARBDB,soil-dryint-saxopp-Lichen-minarc-oxynig-anepar-art,Y,No,No,Yes,No,4,Alpine Alkaline Barrens,Alpine Rocky Dry Alkaline Barrens,Alpine Alkaline Barrens,Partially Vegetated,Alpine Rocky Alkaline Barrens and Shrub,0,NA,0,NA,-9999,NA,-9999,NA,-9999,0,0,15,1,0,2,1,0.1,0.1,0,90,0,NA,Limestone,Mark Torre Jorgenson,Sharon F. Schlentner,Soil-assume permafrost below 100 cm,"ABR Inc., Fairbanks, AK"
CAKR_T01_05_2003,20030711,Cape Krusenstern National Monument,T1,67.14285,-162.9117,"Igisukruk Mountain, Igichuk Hills",107,10,314,upland,5,10,Ch,Sc,Lower slope Plane,Undifferentiated mounds (distinct),70,Saturated,-8,Yes,Somewhat poorly drained,Moist,-9999,-9999,Yes,-9999,-9999,6.5,-9999,250,6.5,250,c,76,NA,17,18,Loamy,7,-9999,-9999,0,200,No,No,Yes,-9999,Plug,Goht,"Typic Haplorthels-Typic Haploturbels, coarse-loamy",Fnows,NF,NA,NA,Picea glauca-Vaccinium uliginosum-Salix lanata ssp. richardsonii,Picea glauca-Salix reticulata,LLNMNF-PICGLA,Moss-equarv-picgla-petfri-rubcha-salpul-salric,N,Drainage,No,Yes,No,4,Upland White Spruce-Ericaceous Forest,Upland Rocky-loamy Moist White Spruce Forest,Upland White Spruce Forest,White Spruce Forest,Upland Rocky-loamy Circumacidic Tall Shrublands and Forests,25,D,0,NA,-9999,NA,-9999,NA,-9999,40,10,5,5,0.1,50,90,1,15,1,0,0.5,NA,"Urmls, forest, w-m, L-R",Mark Torre Jorgenson,Sharon F. Schlentner,Aerial photo looks like open (v. woodland 20 percent cover),"ABR Inc., Fairbanks, AK"
CAKR_T02_01_2003,20030711,Cape Krusenstern National Monument,T2,67.14551667,-163.03325,"Mount Noak, Igichuk Hills",127,10,314,upland,6,200,Ch,Sc,"Upper slope (convex, creep dominated)","illegal tussock code, no longer used",25,Saturated,-30,Yes,Somewhat poorly drained,Moist,-9999,-9999,No,7.5,370,7.1,-9999,280,7.5,370,b,60,NA,16,16,Rubbly,0,-9999,-9999,0,16,No,No,No,-9999,Plug and probe,Goht,"Typic Aquiturbels-Ruptic-Histic Aquiturbels, coarse-loamy",Hgmss,SM,NA,NA,Dryas inegrifolia-Salix reticulata-Equisetum arvense,Dryas integrifolia-Carex bigelowii-Equisetum arvense,URBMDS-DRY-EQU,Moss-dryint-salret-carlug-Lichen-equarv-salgla,Y,No,No,Yes,No,4,Upland Sedge-Dryas Meadow,Upland Rocky-loamy Moist Alkaline Sedge-Dryas Meadow,Upland Sedge-Dryas Meadow,Sedge-Dryas Meadow,Upland Rocky-loamy Circumalkaline Low Shrublands and Forests,0,NA,0,NA,-9999,NA,-9999,NA,-9999,0,5,65,15,-9999,8,60,10,45,5,2,0,NA,Org is all Oi,Joanna E. Roth,Mike Emmers,NA,"ABR Inc., Fairbanks, AK"
CAKR_T02_02_2003,20030711,Cape Krusenstern National Monument,T2,67.14658333,-163.0323667,"Mount Noak, Igichuk Hills",146,10,314,upland,16,220,Ch,Sc,"Upper slope (convex, creep dominated)",Gelifluction lobes (saturated flow),40,Upland,-100,No,Well drained,Moist,-9999,-9999,No,-9999,-9999,7.5,-9999,170,7.5,170,b,-9999,NA,5,5,Rubbly,0,-9999,-9999,0,15,No,No,No,-9999,Plug and probe,Iget,"Typic Dystrogelepts-Typic Eutrogelepts, coarse",Stoa,TS,NA,NA,NA,Alnus crispa-Salix lanata ssp. richardsonii,URBMTS-ALNCRI,alncri-arclat-galbor-merpan-caratr-epiang-equarv,N,Chemistry,No,Yes,No,4,Upland Alder-Willow Tall Shrub,Upland Rocky-loamy Moist Circumacidic Alder-Willow Tall Shrub,Upland Alder-Willow Tall Shrub,Alder or Willow Tall Shrub,Upland Rocky-loamy Circumacidic Tall Shrublands and Forests,0,NA,0,NA,-9999,NA,1,NA,-9999,35,20,10,45,-9999,60,1,1,80,1,0,0,NA,Patchy shrub meadow,Joanna E. Roth,Mike Emmers,Soil-assume permafrost is below 100 cm; Changed from Lowland to Upland based on Surface Geomorphology Unit and slope greater than or equal to 8 degrees,"ABR Inc., Fairbanks, AK"
CAKR_T02_03_2003,20030711,Cape Krusenstern National Monument,T2,67.14708333,-163.0311,"Mount Noak, Igichuk Hills",181,10,314,upland,26,200,Ch,Sc,"Upper slope (convex, creep dominated)",Gelifluction lobes (saturated flow),50,Upland,-100,No,Well drained,Moist,-9999,-9999,No,-9999,-9999,7.5,-9999,170,7.5,170,b,-9999,NA,2,2,Rubbly,0,-9999,-9999,0,10,No,No,No,-9999,Plug and probe,Iget,NA,Sddt,DS,NA,NA,Carex scirpoidea-Festuca altaica-Arctostaphylos rubra,Dryas integrifolia-Carex scirpoidea-Rhododendron lapponicum,URBMDS-DRYINT,dryint-rholap-salret-arcrub-potfru-salgla-vaculi,Y,No,No,Yes,No,4,Upland Sedge-Dryas Meadow,Upland Rocky-loamy Moist Alkaline Sedge-Dryas Meadow,Upland Sedge-Dryas Meadow,Sedge-Dryas Meadow,Upland Rocky-loamy Circumalkaline Low Shrublands and Forests,0,NA,0,NA,-9999,NA,-9999,NA,-9999,0,5,85,5,-9999,10,2,1,90,10,2,0,"Graminoid changed from 10 percent, total cover on spp. list = 5 percent",NA,Joanna E. Roth,Mike Emmers,Transition upland--alpine;  Assume permafrost is below 100 cm,"ABR Inc., Fairbanks, AK"
CAKR_T02_04_2003,20030711,Cape Krusenstern National Monument,T2,67.14738333,-163.0264167,"Mount Noak, Igichuk Hills",216,10,314,alpine,26,200,Ct,Sc,"Upper slope (convex, creep dominated)",Non-patterned,25,Upland,-200,No,Somewhat excessively drained,Dry,-9999,-9999,No,-9999,-9999,8.1,-9999,160,8.1,160,b,-9999,NA,0,0,Blocky,0,-9999,-9999,0,0,No,No,No,-9999,Plug,Iget,"Typic Eutrogelepts-Typic Haplorthels, coarse",Bpv,BP,NA,NA,Dryas octopetala-Saxifraga oppositifolia,Dryas octopetala-Saxifraga oppositifolia,ARBDB,soil-dryoct-carpet-hedmac-artfur-minarc-phlsib-pot,Y,No,No,Yes,No,4,Alpine Alkaline Barrens,Alpine Rocky Dry Alkaline Barrens,Alpine Alkaline Barrens,Partially Vegetated,Alpine Rocky Alkaline Barrens and Shrub,0,NA,0,NA,-9999,NA,-9999,NA,-9999,0,0,10,3,-9999,2,0.1,1,8,1,80,0,NA,NA,Joanna E. Roth,Mike Emmers,Soil-assume permafrost is below 100 cm,"ABR Inc., Fairbanks, AK"
CAKR_T02_05_2003,20030711,Cape Krusenstern National Monument,T2,67.14976667,-163.0202167,"Mount Noak, Igichuk Hills",291,10,314,alpine,8,100,Bxw,Sc,Shoulder,Non-patterned,15,Upland,-150,No,Somewhat excessively drained,Dry,-9999,-9999,No,-9999,-9999,8.2,-9999,80,8.2,80,b,-9999,NA,0,0,Rubbly,0,-9999,-9999,0,0,No,No,Yes,-9999,Plug,Iget,"Typic Eutrogelepts-Typic Haplorthels, coarse",Sddt,DS,NA,NA,Dryas octopetala-Saxifraga oppositifolia,Dryas octopetala-Saxifraga oppositifolia,ARBDDS-DRYOCT,dryoct-Lichen-hedmac-oxybry-carpet-saxopp-andcha,Y,No,No,Yes,No,4,Alpine Alkaline Dryas Dwarf Shrub,Alpine Rocky Dry Dryas Dwarf Shrub,Alpine Dryas Dwarf Shrub,Dryas Dwarf Shrub,Alpine Rocky Alkaline Barrens and Shrub,0,NA,0,NA,-9999,NA,-9999,NA,-9999,0,0,30,2,-9999,5,0.1,3,20,1,65,0,NA,NA,Joanna E. Roth,Mike Emmers,Soil-assume permafrost is below 100 cm,"ABR Inc., Fairbanks, AK"
CAKR_T02_06_2003,20030711,Cape Krusenstern National Monument,T2,67.15476667,-163.0178167,"Mount Noak, Igichuk Hills",175,10,314,alpine,23,10,Ch,Sc,"Upper slope (convex, creep dominated)",NA,40,Upland,-150,No,Well drained,Moist,-9999,-9999,No,-9999,-9999,8,-9999,150,8,150,b,-9999,NA,1,1,Rubbly,0,-9999,-9999,0,0,No,No,Yes,-9999,Plug,Iget,"Typic Eutrogelepts-Typic Haplorthels, coarse",Sddl,DS,NA,NA,Dryas octopetala-Saxifraga oppositifolia,Dryas octopetala-Saxifraga oppositifolia,URBDDS-DRY-LIC,dryala-Lichen-carsci-castet-hedalp-arcrub-salarc,Y,No,No,Yes,No,4,Alpine Alkaline Dryas Dwarf Shrub,Alpine Rocky Dry Dryas Dwarf Shrub,Alpine Dryas Dwarf Shrub,Dryas Dwarf Shrub,Alpine Rocky Alkaline Barrens and Shrub,0,NA,0,NA,-9999,NA,-9999,NA,-9999,0,0,70,10,-9999,5,5,65,60,5,10,0,NA,NA,Joanna E. Roth,Mike Emmers,Sdds cutpoint;  Soil-assume permafrost is below 100 cm,"ABR Inc., Fairbanks, AK"
CAKR_T02_07_2003,20030711,Cape Krusenstern National Monument,T2,67.15601667,-163.0167667,"Mount Noak, Igichuk Hills",148,10,314,upland,3,5,Ch,Sc,Lower slope,Hummocks (mineral cored),40,Saturated,-20,Yes,Somewhat poorly drained,Moist,-9999,-9999,Yes,7.4,370,-9999,-9999,-9999,7.4,370,b,80,NA,9,9,Gravelly,0,-9999,-9999,0,15,No,No,No,-9999,Plug and probe,Goat,"Typic Aquorthels, loamy",Hgmsd,DS,NA,NA,Dryas inegrifolia-Salix reticulata-Equisetum arvense,Dryas integrifolia-Carex bigelowii-Equisetum arvense,URBMDS-DRY-EQU,Moss-dryint-equarv-carbig-arcrub-salarc-salret,Y,No,No,Yes,No,4,Upland Sedge-Dryas Meadow,Upland Rocky-loamy Moist Alkaline Sedge-Dryas Meadow,Upland Sedge-Dryas Meadow,Sedge-Dryas Meadow,Upland Rocky-loamy Circumalkaline Low Shrublands and Forests,0,NA,0,NA,0,NA,0,NA,-9999,0,1,60,15,-9999,25,60,10,60,10,1,1,NA,Surface water in depressions,Joanna E. Roth,Mike Emmers,NA,"ABR Inc., Fairbanks, AK"
